"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.329755515802","-19.375078428912","-21.4352493632935","-13.5351945401229","-33.7732858976098","-38.2590154100344","-32.7495531112478","-38.0012062769965","-33.836411938194","-29.0439852387269","-27.910492609457","-21.5725576012725","-18.320285111243","-19.0853718174464","-16.6891463455925","-15.5133426835103","-16.7381751108298","-20.5963331213698","-26.0108688134131","-27.9324342519268","-25.1461453399825","-24.3891971340191","-20.8380529949826","-20.8480778829188","-18.6581036515499","-12.2312919186907","-8.58940773807557","-10.7702852297441","-13.6873189639974","-13.4125514047009","-9.95883370922085","-8.49480431836774",
"Samoa Americana","ASM","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.59375","-11.6412213740458","-21.6110019646365","-24","-29.0060851926978","-23.1660231660232","-20.8928571428571","-4.2962962962963","-30.8900523560209","-40","-25.46875","-30.2507836990596","-41.3685847589425","-35.2154531946508","-31.2965722801788","-43.1372549019608","-35.3677621283255","-33.2302936630603","-37.0111731843575","-55.0070521861777",
"Antigua y Barbuda","ATG","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9214724181125","40.5099719754188","27.1771906637753","19.4439736539125","26.5662496530933","28.2818208648396","22.0714057832304","23.8347077805665","21.7507981307546","19.4830887335538","16.8838414199034","21.4958502297374","10.3041274438812","-4.98449942252751","-10.7520207648577","-6.4825002230218","8.50899595656854","6.3292159574914","12.6187484128896","6.50336742945683","4.97192710766134","8.24768543215145","12.285713494058","8.34798570684597","1.61173597339752","-6.01444171538612","2.35926423401239","-4.11630484139512","",
"Australia","AUS","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","-1.06543068681153","-2.61750312962331","1.30987182370137","-0.826747088186356","1.17170956660863","-2.04372008795757","-2.19424165367894","-1.00805709870866","-2.18425827655859","-1.37697310170061","-0.243869394391004","-0.274943029822649","0.850767711232827","3.1292025451115","-0.0646101852158643","-0.45329516110924","0.13917383531896","-0.629911438193838","-0.964229282872318","-1.04672802755345","0.525959988411051","-1.82925628622249","-3.28734873987808","-2.02945990180033","-1.42640534621216","-2.04465544477095","-3.06407219142688","-1.59592672007375","-0.659333887913239","-1.82985771695449","-1.92311493718928","-0.132421630471421","0.271918240256657","-0.320325953605637","-0.514550352427345","-1.96284075415682","-0.452802649888076","0.274150779335571","-0.877600896099929","-2.44195253207336","-2.15642744955902","0.0860098232271791","0.00423261387715367","-2.08821792613374","-2.68613510571779","-2.71351437844757","-1.85363158021191","-1.64212650374351","-2.55005075677202","0.280512915249104","-0.921767124201602","1.03228772076765","-0.168046949157965","-1.30348363616484","-0.278994643427956","-1.48696640495779","-2.27831880777394","0.511022112452156","0.357260119339967","2.47635251588272","3.78313195798271","4.28029161433346",
"Austria","AUT","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","-0.0768780733929983","-0.30976235897013","-0.434686836233733","-0.618085922565166","-1.33899303039708","-0.40986185060913","-2.41122878367122","-4.36968277242858","-1.4378025302125","-1.55566851348803","-3.43886253319592","-2.39522668219149","-0.634120829415364","-1.51578744996841","-1.07297079867191","-0.240518652965188","-0.0191680744444255","-0.0413127066068118","-0.420698018907382","-0.507953384915063","-0.0935406904911698","-0.867429255448571","-1.31963221218554","-0.337254594723113","-1.67002550773919","-1.19032041164438","-1.5851189059678","-0.811524738591474","-0.225107018654409","0.453935426624737","1.33205228605424","1.69844627196145","3.69060439749943","2.75344702199744","2.94208425511287","3.20569872608103","3.59502651830331","4.38848478281608","4.42403850111133","3.35260214740789","3.50452441771559","2.79455307355341","2.79517496522236","2.8161725070714","3.26962284141608","3.75080572841203","3.83070902087048","3.16346135024712","3.00079873006773","3.6284152102903","3.00199862230584","0.578325173390325",
"Azerbaiyán","AZE","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63847203274215","4.45359281437126","31.6072280658078","-18.5656050955414","-5.90709901254337","-20.920423657325","-30.9924613920808","-24.0097520818162","-31.8287507992792","-13.8857248814601","1.79309467794239","4.18203025058319","-7.28247422680412","-23.5387952144406","-23.9290989660266","10.0403274106608","27.745889833673","39.6160152324536","42.309378830611","28.5274496861087","33.6234546096786","32.345916055451","27.6862908425992","22.1558213880582","17.0638881216523","2.98804707613093","2.77798004805942","6.6934137832005","16.5120111871348","12.2831095948286","-0.770755916729702","16.7527302528493",
"Burundi","BDI","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","-0.892858208819296","-1.72413799898081","-3.27868843244904","-6.7669173513806","2.01342199000048","-2.18632595861411","-2.21602055759719","-1.08518684699699","-3.07111665626949","-2.43585891966593","-0.932242891647951","-5.73593024674896","-3.34052622317716","-2.31655792831891","-5.78054028209419","-10.7261248706742","-2.92639286785467","0.304191305688925","-8.51870801871075","-8.55949688106588","-14.4826844690572","-12.8943451869076","-16.6954709946266","-15.7021796578513","-12.0483028831101","-9.76028323162165","-10.5924020961946","-15.993728791737","-13.3624132031271","-13.1978214130121","-19.9021549634306","-18.5878050760271","-20.7277703678362","-17.7790749100585","-18.2099934843682","-14.3519407065019","-9.93308023565184","-4.60443407234539","-11.4405297351324","-8.38823012736056","-9.91578330051543","-10.6056412853157","-12.3022210446015","-14.6134840286502","-17.6706216078391","-22.6999985102347","-27.8","-25.1999985005769","-26.1999990581533","-22.6000030116235","-20.1000021191125","-25.4000022698786","-24.3131825525616","-28.4135669490994","-25.6029834176782","-10.0037362850874","-10.2746808775233","-10.1871444437881","-15.2283938361636","-18.6821299999999","-17.67469","-18.8180799999999",
"Bélgica","BEL","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","2.18525100801061","1.95084542122134","3.06011724961253","1.9197936894122","0.515638509476109","0.308324456374839","0.293007289615935","-0.66302229890482","-0.789315579387935","-1.72809354516404","-2.82088681605555","-2.09430803063721","-1.71872593361769","0.395690649368496","0.593968330662434","1.03166874442395","2.23907513125259","1.81642621103067","2.3932198944929","2.19656519091369","1.75953083661411","1.86917204775884","2.54857316184278","3.20274531820055","3.61761865723349","3.85017561479431","3.1720061543602","3.88422210471594","3.639567404539","3.95612849122355","2.86465524907909","3.64707800596894","5.57744590327235","5.35746418388038","4.89414954600385","4.03660717280743","4.0424848109266","4.13516253034976","0.672792159959925","2.26196688455775","1.70245588410644","-0.0989978397086133","0.0629507836738139","0.797851761352067","0.81880222817034","1.41801779403669","1.194204963527","1.03898415032375","-0.335528163411519","0.628189994672461","1.71275544700249","1.05145889523555",
"Benin","BEN","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","-5.98637219087026","-4.95114258782902","-6.44148126454473","-7.80453859413983","-7.10582688020929","-7.63814750736755","-9.34951809935988","-12.1064442202239","-9.74194419289292","-9.65528650007847","-9.28474378366091","-10.0468155355971","-12.4157471786854","-10.2881913122997","-15.1778922311151","-18.8847361060182","-18.0372650893119","-18.6018802903837","-18.020276224456","-19.5054092038873","-21.5055938406574","-28.0283711758665","-22.3152637145293","-17.8134335029429","-11.352552849487","-12.9959812703382","-15.9395758071977","-15.6830789744695","-18.2793496056772","-11.3095093963336","-7.3575761238337","-9.33974471005403","-10.2624497055636","-10.4530330601494","-7.74644201896591","-9.06225500496933","-3.52016833646983","-4.35936042248679","-5.40774619613026","-8.37272756433197","-6.13754640337354","-8.52001301611503","-4.31520097976713","-4.32763605726718","-2.87587920468453","-2.12865122698031","-3.65884728692718","-5.02807792209785","-3.49391873695689","-4.84669538420423","-5.28676381518234","-5.51772580559703","-2.94326304508683","-4.05906119456361","-2.40659269318999","-7.31541076286973","-3.77335219543113","-7.06540739508102","-7.2467332525278","-4.42027792713439","-5.08829252156787","-5.83350559026958",
"Burkina Faso","BFA","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","-10.9774391652808","-10.3610903621942","-10.1739809974079","-10.0895171174388","-8.71960327430893","-6.7240240383711","-6.5967574866648","-8.99880082125509","-9.08265253035232","-10.7151808837285","-10.6865299561208","-14.4196215809879","-14.8892724708551","-16.6077411507476","-16.1521525481315","-22.8028620110901","-18.8029907875215","-22.483000027195","-20.2824100523635","-21.0363092912992","-22.3119866348989","-22.1587030377373","-23.4283191872857","-21.6899984494004","-17.7968784123773","-21.1046175946421","-19.9806031554564","-16.722312723157","-16.132281903392","-14.8970347599155","-13.4892676162715","-12.9011395414928","-10.6810556399553","-11.7219973906899","-10.8259799478019","-12.4663583383578","-17.0530873580527","-15.7913567834157","-15.3235775312449","-18.5468047700204","-17.4335069998909","-13.5700052800125","-13.581791588413","-11.9273730909208","-13.717768999156","-14.4884748119236","-13.1928153500508","-13.0826328559089","-15.0866628753806","-12.7180419507457","-8.04154082900233","-5.10625206459666","-8.04243714590839","-9.88188039635833","-4.95955418543457","-6.87389023876136","-6.06124319093853","-6.36400893191666","-4.43781333980506","-3.43194300369596","","",
"Bangladesh","BGD","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","0.689426925177814","-0.917645561855312","-0.0613457090454448","-1.67279281881488","-4.09344297738769","-3.70388089505221","-2.3675413201074","-3.28957586271826","-3.27552251666366","-3.51933634489501","-4.1943711686263","-4.4360972027909","-8.05782875029229","-5.31583784297094","-6.6474701359836","-5.20546834466302","-12.8901113932813","-5.34069426741468","-9.92318863917033","-9.68862458145717","-12.3886635301325","-8.98543278529981","-10.45632446148","-9.10918255889826","-10.0192169058033","-7.45322742425838","-6.6528785816745","-6.70769835337788","-6.82146237933592","-7.24488658318658","-7.14986903932067","-5.56460294780885","-4.76065168170884","-5.08704499839871","-4.86277726200569","-6.48022764869586","-6.663072424334","-5.28477227538213","-4.36540094540208","-4.87065578565318","-4.63331190592","-5.32489865688189","-4.14744285676103","-4.79558750827543","-4.56521625697246","-5.61125106860847","-5.40499730201458","-5.95171296019259","-7.30319706840754","-6.21253041179636","-5.75461729944892","-7.57669992470208","-7.78774502070034","-7.22065450323842","-6.53476020678819","-7.41264873394109","-3.49174117172236","-4.36023689123365","-7.16505583541009","-5.3885392729108","-5.38587108313138","-6.39844690283636",
"Bulgaria","BGR","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","5.01919274165407","1.11582428643324","1.0664185020508","0.208622621131929","1.88501116166576","-0.407113909060509","-3.43628536070974","-1.83705479958282","-0.330420314459996","-1.7377814609694","-3.60867668636237","4.27413411938099","-5.82669322709163","-7.62796922047508","-0.625","9.41633344490808","11.1733182024554","12.6886386168565","6.83748829083314","-4.57538604898403","-5.30799064742676","-9.31873390276496","-7.97500357512782","-10.1799936137189","-11.1506174186701","-14.6550797111868","-17.0917054920237","-18.8224889694362","-19.7334294214169","-8.25494542914658","-3.1963117659219","0.149607184990823","-3.28608295837525","-0.56926755755162","-1.08551602209955","0.899232369552796","4.90713691787161","4.31259427318543","2.54004703577607","3.22823507624844","1.95997152597559","1.67828494062361",
"Bahrein","BHR","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","8.86798203954753","11.1204770304471","12.2045593813831","3.7311164910282","2.642151855635","11.9292185565509","13.8973599372658","14.9678543960996","17.8435457222901","11.0139739794865","20.9506916498994","-10.6354842426687","-12.3600537393641","3.1452973968189","7.20836881587997","11.5167778265335","11.711629329714","9.5714862157464","0.718244376585953","15.9027923640407","22.5521987293296","20.1952563665723","13.8834983754533","16.034561841249","16.4729818827536","19.4745713029459","22.1737074559594","21.5740078918252","19.2721856154252","18.9674623207343","18.6022409572009","24.6820702402957","18.4063990368232","17.7370525482965","16.5336655573062","11.2830448546643","8.7810995557059","8.47269559323864","7.69898928867474","11.2710865509083","5.62270978551564","",
"Bahamas","BHS","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","16.507713884993","15.148966842864","8.6681866407978","7.50393170074141","5.01226778829303","6.23455616802889","8.55263157894737","5.2814658762432","5.5198864790747","5.91304347826087","5.51952857477998","","-3.33736120182887","-1.79848389134555","-4.21643374175549","-0.967513669990351","0.573415265200517","-2.35900583000921","-5.36716243802858","-9.78137988362427","-5.97407601589297","-8.41184683063036","-2.78895920935674","-3.5498181755148","-4.35570335051329","2.07292741038333","0.556927832750288","0.42847882287591","-3.87649702120738","-10.9321596301852","-7.82890734333238","-8.44195325859776","-8.13968398991781","-8.76902778988407","-13.4631520935013","-7.99682850613311","-5.88764342787897","-8.2255885326724","0.553874168556471","-3.86240346103797","-7.61879329319609","-3.95035983630976","-0.543478260869565","-8.88087014794577","-14.6378673518548",
"Bosnia y Herzegovina","BIH","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-70.9506488399528","-51.0561346178411","-60.2646310347599","-44.963694955646","-71.0602146060908","-66.5326480069873","-41.5901056432348","-41.8982933598036","-40.4754551633488","-39.3934868033052","-36.7401988261453","-35.7226170396379","-27.3132573721053","-29.3487480003977","-32.4667419946643","-23.7287366547885","-21.5771315890415","-23.7644040915759","-23.444025986971","-20.4451476719193","-22.5740404709218","-18.2769736735881","-16.6247195798767","-16.2145010690272","-14.6781922748505","-14.6360389204911","-13.9379352344284","-11.9029104824546",
"Belarús","BLR","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3094688221709","0","2.17391304347826","-15.7360406091371","-12.8365087393919","-4.38786520926172","-4.07529230239941","-5.79641795927269","-4.85543913717794","-2.42843508927769","-3.18752326523462","-3.54971700090839","-3.74702639421845","-3.82909246050847","-6.36384367036194","0.711265754889952","-4.17248035121804","-6.26777254843036","-7.72396810867951","-10.8827211799737","-13.1722022833906","-1.04353203469544","4.4685452434157","-3.1488090223703","-0.769416253088418","0.106706932202393","-0.190628653277022","0.211445679453646","1.51635427490421","-0.661238116232138","3.09041483826584","5.48301213377764",
"Belice","BLZ","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","-12.4412969221793","-19.7177383057508","-20.117286225202","-14.5659381055526","-8.02272327200246","-11.9431601850658","-3.58515781880105","-3.31063172572693","-6.6528921193608","-10.6387270415613","2.27479526842584","-7.26210350584307","1.65825522710887","1.19840213049268","2.13869086195723","3.0543677458766","3.93423370522607","2.1889400921659","1.03938730853392","-5.33333333333333","-11.0663082437276","-9.45829750644884","-5.87996755879968","-5.27734976887519","-1.83519251529327","-1.57372562435854","4.7438330170778","5.24764150943396","2.22672064777328","1.30913418625409","6.44233534656313","6.56773838966749","7.54072517078297","3.37521557033752","3.85874649204864","-0.927391992761819","-1.85964135488156","1.88101487314086","2.44060475161987","1.5725222429133","-6.27403846153846","-3.63234998996588",
"Bermudas","BMU","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9949051371567","28.8080471545336","27.2427843142911","26.956275491992","25.8057389567926","26.6461804052301","25.910203769295","24.683870049995","25.4030423844416","25.9267471457062","25.0763923000337","25.1966793323696",
"Bolivia","BOL","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","-7.7249386023666","-6.9376026272578","-10.4561666979538","-9.36192468619247","-3.17190159368714","-5.22284122562674","-5.22012578616352","-3.51932286446152","-4.25824175824176","-2.8341180731619","0.240026485681179","-3.01167793484942","-2.9066985645933","-0.605413105413105","8.49474135059249","-6.27831580697452","-2.20974262352059","-2.87081339712919","-7.51309805590277","-3.22137235339763","2.2420320806125","0.31227623971066","-0.339567268254579","4.27773861250328","-2.16500605073282","-3.79292426396869","-4.38333285589532","-4.36170592223277","-4.37135810084271","-0.658253321114816","-1.14930830592052","-5.48627514692132","-9.01933432742773","-9.30559530977456","-5.53422701721605","-4.63514385289323","-4.69255021468779","-8.24845702786466","-12.8837931687789","-10.4064577820247","-9.0482850743128","-5.28352397101824","-6.08135020423517","-0.766367540183534","4.81251494706804","3.45434449993905","9.00558010465893","7.52940205843241","6.94609108893797","2.81817573809572","6.8632860319386","5.70300828230978","9.38363208136917","6.95405152347145","1.32170641935031","-6.19625311873068","-7.42502344898501","-6.89636402262157","-5.13237450182536","-6.46278216107669","-4.9580830456963","-3.37052983389351",
"Brasil","BRA","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","-0.0518444035392101","-0.0529632685754291","-1.3678927074149","-0.0736935356743516","0.716187969763428","2.1142937570739","0.79711370749194","0","-0.608877474024605","0.0672060765627429","-0.420322156161927","-1.73647597852929","-1.58772469347878","-1.1664422780834","-5.62152244708184","-3.79831671558255","-2.38922183919798","-0.66472709427916","-1.19191543987775","-2.08532250947253","-2.23061774543479","-0.387243250772394","-0.690201321086754","2.58715860865495","6.24075040520321","5.44739160821144","2.57390399475612","3.39456671559616","5.56747238560841","3.46834169656466","1.23887310079746","0.763195435092725","2.48324853329106","1.40722276336528","0.351393057937806","-1.92670992225409","-2.17517210961447","-2.6089101107068","-2.37758425376977","-1.85236995626965","-2.26366534803512","-2.19286368220403","0.842823140524155","2.22118269421297","3.41327054511701","3.4008633197358","2.70693271529605","1.36273883251816","-0.189568394888169","-0.403233333510611","-1.04100856261196","-0.769379825618512","-1.3591954780716","-2.30149603900804","-2.66152017329091","-1.15324310053042","0.399676008337736","0.718201365458762","0.393795616050562","-0.644419488570441","0.69968476117984","1.01842826478987",
"Barbados","BRB","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","","-10.0260818939468","-18.3056490196101","-11.5112091646017","-10.279087961943","-10.7097826893125","-1.62573673870334","-7.8937974118697","-2.24263135412217","0.973451327433628","4.03469915097822","6.52910052910053","0.167041439126245","0.0612602100350058","2.88809654415798","1.45229244114002","-0.24215468248085","-0.853838582677165","6.74501788451712","4.48674698795181","7.09036283799399","1.82552141735815","2.56625999158603","-2.7681592039801","-3.25803035651253","-4.81893212059963","-4.10688020918451","-4.4180716974955","-5.49975857073877","-4.17510515656644","-8.67324720569023","-7.98664746694594","-4.57978075286616","-3.68527439980867","-7.17148111680996","-3.14175474235338","-9.07188751751325","-10.7284724006827","-8.65057907687823","-10.3468956309204","-9.73310230115473","-7.24021709609297","-5.5747578001564","-4.94027518007357","-4.414116131511","-1.48847255481993","-7.05509653666681","-10.0964119080061",
"Brunei Darussalam","BRN","Balanza comercial de bienes y servicios (% del PIB)","NE.RSB.GNFS.ZS","","","","","","","","","","","","","","","72.7008638483296","66.6329771874098","75.3960353801086","78.5464180940664","80.5399528900163","80.9237178330682","81.6972407519709","79.4297793918369","72.1165963508849","69.2893807161585","","","","","","26.6034266518796","24.5416078984485","26.505082095387","9.96331621423331","2.99969852276153","2.67499599551498","3.88971684053651","-0.707056703174823","-1.30879875599326","-6.93215339233038","7.41310760548929","31.5370383707084","30.3317411813333","25.4956915063063","33.3200361055055","37.008523249259","42.8792776964399","46.5082465515917","39.9550342660563","50.684629300075","36.9937160902679","39.4459925093633","39.475603999485","34.6815133400813","25.1468704448076","33.9331920825717","14.5274046574418","11.8355454660909","13.9697343515826","9.96823288344899","7.38242271825741","4.42121917352366","13.214709053274",
